Pub. Al,Flight,Origin,Destination,Dep. time,Arr. time,Op. Days,Block time,Distance,Stops,Eqpmt.,Freq.,Seats,Timeseries
FI,325,OSL,KEF,21:55:00,22:35:00,7,02:40,1780,0,75W,1,183,2016-06-13
FI,326,TRD,KEF,14:55:00,15:25:00,34 6,02:30,1630,0,75W,3,549,2016-06-13
FI,338,SVG,KEF,14:35:00,15:00:00,7,02:25,1588,0,75W,1,184,2016-06-13
FI,338,SVG,KEF,14:35:00,15:00:00,5,02:25,1588,0,75W,1,183,2016-06-13
FI,338,SVG,KEF,14:35:00,15:00:00,2,02:25,1588,0,75W,1,184,2016-06-13
FI,343,HEL,KEF,15:35:00,16:00:00,567,03:25,2441,0,75W,3,549,2016-06-13
FI,343,HEL,KEF,15:35:00,16:00:00,34,03:25,2441,0,75W,2,368,2016-06-13
FI,343,HEL,KEF,15:35:00,16:00:00,12,03:25,2441,0,75W,2,366,2016-06-13
FI,353,HEL,KEF,08:45:00,09:10:00,567,03:25,2441,0,75W,3,549,2016-06-13
FI,353,HEL,KEF,08:45:00,09:10:00,4,03:25,2441,0,75W,1,184,2016-06-13
FI,353,HEL,KEF,08:45:00,09:10:00,123,03:25,2441,0,75W,3,549,2016-06-13
FI,385,GOT,KEF,06:35:00,07:30:00,5,02:55,1984,0,752,1,184,2016-06-13
FI,385,GOT,KEF,06:35:00,07:30:00,1  4  7,02:55,1984,0,75W,3,549,2016-06-13
FI,425,ABZ,KEF,12:40:00,14:30:00,7,02:50,1334,0,DH4,1,69,2016-06-13
FI,425,ABZ,KEF,13:40:00,15:30:00,1 3 5,02:50,1334,0,DH4,3,207,2016-06-13
FI,431,GLA,KEF,14:05:00,15:25:00,1,02:20,1345,0,752,1,170,2016-06-13
FI,431,GLA,KEF,14:05:00,15:25:00,12 4567,02:20,1345,0,75W,5,915,2016-06-13
FI,441,MAN,KEF,13:05:00,14:30:00,5,02:25,1651,0,75W,1,183,2016-06-13
FI,441,MAN,KEF,13:25:00,15:00:00,3,02:35,1651,0,752,1,170,2016-06-13
FI,441,MAN,KEF,13:25:00,15:00:00,1     7,02:35,1651,0,75W,2,366,2016-06-13
FI,451,LHR,KEF,13:10:00,15:10:00,3,03:00,1894,0,75W,1,176,2016-06-13
FI,451,LHR,KEF,13:10:00,15:10:00,12,03:00,1894,0,76W,2,460,2016-06-13
FI,451,LHR,KEF,13:10:00,15:10:00,1234567,03:00,1894,0,76W,4,1048,2016-06-13
FI,455,LHR,KEF,21:10:00,23:10:00,2   6,03:00,1894,0,752,2,368,2016-06-13
FI,455,LHR,KEF,21:10:00,23:10:00,1 345 7,03:00,1894,0,75W,5,915,2016-06-13
FI,471,LGW,KEF,13:05:00,15:10:00,6,03:05,1934,0,752,1,184,2016-06-13
FI,471,LGW,KEF,13:10:00,15:10:00,4,03:00,1934,0,75W,1,184,2016-06-13
FI,471,LGW,KEF,13:10:00,15:10:00,2    7,03:00,1934,0,752,2,340,2016-06-13
FI,471,LGW,KEF,13:10:00,15:10:00,1,03:00,1934,0,75W,1,183,2016-06-13
FI,471,LGW,KEF,13:10:00,15:10:00,12 45,03:00,1934,0,75W,1,183,2016-06-13
FI,471,LGW,KEF,13:25:00,15:25:00,3,03:00,1934,0,75W,1,183,2016-06-13
FI,495,BHX,KEF,13:25:00,15:10:00,6,02:45,1754,0,752,1,170,2016-06-13
FI,495,BHX,KEF,13:25:00,15:10:00,1  4,02:45,1754,0,75W,2,366,2016-06-13
FI,501,AMS,KEF,14:00:00,15:10:00,1,03:10,2036,0,75W,1,183,2016-06-13
FI,501,AMS,KEF,14:00:00,15:10:00,1234567,03:10,2036,0,76W,6,1572,2016-06-13
FI,503,AMS,KEF,01:55:00,03:05:00,6,03:10,2036,0,75W,1,184,2016-06-13
FI,505,AMS,KEF,22:25:00,23:30:00,5,03:05,2036,0,752,1,184,2016-06-13
FI,505,AMS,KEF,22:25:00,23:30:00,1  4 6,03:05,2036,0,75W,2,366,2016-06-13
FI,505,AMS,KEF,22:25:00,23:30:00,123,03:05,2036,0,752,3,510,2016-06-13
FI,511,HAM,KEF,14:05:00,15:15:00,7,03:10,2165,0,75W,1,184,2016-06-13
FI,511,HAM,KEF,14:05:00,15:15:00,4,03:10,2165,0,75W,1,183,2016-06-13
FI,511,HAM,KEF,14:05:00,15:15:00,2,03:10,2165,0,752,1,184,2016-06-13
FI,511,HAM,KEF,14:10:00,15:30:00,5,03:20,2165,0,75W,1,183,2016-06-13
FI,521,FRA,KEF,14:00:00,15:35:00,2 4567,03:35,2400,0,75T,5,1110,2016-06-13
FI,521,FRA,KEF,14:00:00,15:35:00,1,03:35,2400,0,75W,1,184,2016-06-13
FI,521,FRA,KEF,14:00:00,15:35:00,1 3,03:35,2400,0,75W,1,183,2016-06-13
FI,525,FRA,KEF,22:30:00,00:05:00,7,03:35,2400,0,75W,1,184,2016-06-13
FI,525,FRA,KEF,22:30:00,00:05:00,5,03:35,2400,0,75W,1,183,2016-06-13
FI,525,FRA,KEF,22:30:00,00:05:00,4,03:35,2400,0,752,1,170,2016-06-13
FI,533,MUC,KEF,14:05:00,16:00:00,5,03:55,2689,0,75W,1,184,2016-06-13
FI,533,MUC,KEF,14:05:00,16:00:00,12   67,03:55,2689,0,75W,2,366,2016-06-13
FI,533,MUC,KEF,14:05:00,16:00:00,1234,03:55,2689,0,75W,4,732,2016-06-13
FI,535,MUC,KEF,07:25:00,09:20:00,4,03:55,2689,0,752,1,170,2016-06-13
FI,535,MUC,KEF,07:25:00,09:20:00,1    67,03:55,2689,0,75W,3,549,2016-06-13
FI,541,CDG,KEF,08:00:00,09:20:00,2,03:20,2239,0,75W,1,184,2016-06-13
FI,541,CDG,KEF,08:00:00,09:20:00,1,03:20,2239,0,75W,1,183,2016-06-13
FI,541,CDG,KEF,08:00:00,09:20:00,1234567,03:20,2239,0,75W,5,915,2016-06-13
FI,543,CDG,KEF,14:10:00,15:40:00,7,03:30,2239,0,75W,1,183,2016-06-13
FI,543,CDG,KEF,14:10:00,15:40:00,6,03:30,2239,0,75W,1,184,2016-06-13
FI,543,CDG,KEF,14:10:00,15:40:00,5,03:30,2239,0,75W,1,183,2016-06-13
FI,543,CDG,KEF,14:10:00,15:40:00,34,03:30,2239,0,75W,2,368,2016-06-13
FI,543,CDG,KEF,14:10:00,15:40:00,12,03:30,2239,0,75W,2,366,2016-06-13
FI,547,CDG,KEF,22:40:00,23:55:00,1,03:15,2239,0,75W,1,184,2016-06-13
FI,547,CDG,KEF,22:40:00,23:55:00,12  5,03:15,2239,0,75W,2,366,2016-06-13
FI,549,ORY,KEF,13:55:00,15:35:00,5,03:40,2260,0,75W,1,184,2016-06-13
FI,549,ORY,KEF,13:55:00,15:35:00,2,03:40,2260,0,75W,1,183,2016-06-13
FI,549,ORY,KEF,14:10:00,15:40:00,7,03:30,2260,0,75W,1,184,2016-06-13
FI,549,ORY,KEF,14:10:00,15:45:00,1  4,03:35,2260,0,75W,1,183,2016-06-13
FI,549,ORY,KEF,14:20:00,15:50:00,6,03:30,2260,0,75W,1,183,2016-06-13
FI,555,BRU,KEF,14:00:00,15:15:00,1234567,03:15,2145,0,75W,7,1281,2016-06-13
FI,565,GVA,KEF,14:00:00,15:50:00,2,03:50,2643,0,75W,1,184,2016-06-13
FI,565,GVA,KEF,14:00:00,15:50:00,2   6,03:50,2643,0,75W,1,183,2016-06-13
FI,565,GVA,KEF,14:00:00,15:50:00,1 3,03:50,2643,0,76W,2,524,2016-06-13
FI,565,GVA,KEF,14:00:00,15:55:00,7,03:55,2643,0,75W,1,183,2016-06-13
FI,569,ZRH,KEF,14:00:00,15:50:00,3,03:50,2630,0,75W,1,184,2016-06-13
FI,569,ZRH,KEF,14:00:00,15:50:00,12,03:50,2630,0,75W,2,366,2016-06-13
FI,569,ZRH,KEF,14:00:00,15:50:00,1234567,03:50,2630,0,75W,4,732,2016-06-13
FI,593,MXP,KEF,23:40:00,01:55:00,1    6,04:15,2807,0,75W,2,366,2016-06-13
FI,595,MAD,KEF,23:20:00,01:40:00,6,04:20,2889,0,752,1,170,2016-06-13
FI,597,BCN,KEF,23:45:00,02:00:00,6,04:15,2979,0,75W,1,184,2016-06-13
FI,600,YYZ,KEF,13:55:00,23:10:00,23   7,05:15,4168,0,75W,3,549,2016-06-13
FI,600,YYZ,KEF,14:25:00,23:40:00,1  456,05:15,4168,0,75W,4,732,2016-06-13
FI,602,YYZ,KEF,21:05:00,06:20:00,1234567,05:15,4168,0,75W,7,1281,2016-06-13
FI,606,YHZ,KEF,21:30:00,04:45:00,2 4 6,04:15,3294,0,75W,3,549,2016-06-13
FI,612,JFK,KEF,14:10:00,23:40:00,1234567,05:30,4160,0,75W,7,1281,2016-06-13
FI,614,JFK,KEF,20:40:00,06:15:00,1234567,05:35,4160,0,76W,7,1834,2016-06-13
FI,622,EWR,KEF,20:45:00,06:15:00,2 456,05:30,4175,0,75T,3,666,2016-06-13
FI,622,EWR,KEF,20:45:00,06:15:00,123   7,05:30,4175,0,75W,4,732,2016-06-13
FI,630,BOS,KEF,21:30:00,06:30:00,2 456,05:00,3872,0,75W,4,732,2016-06-13
FI,630,BOS,KEF,21:30:00,06:30:00,1 3   7,05:00,3872,0,75T,3,666,2016-06-13
FI,632,BOS,KEF,20:45:00,05:45:00,567,05:00,3872,0,75W,3,549,2016-06-13
FI,632,BOS,KEF,20:45:00,05:45:00,4,05:00,3872,0,75W,1,184,2016-06-13
FI,632,BOS,KEF,20:45:00,05:45:00,3,05:00,3872,0,75W,1,183,2016-06-13
FI,632,BOS,KEF,20:45:00,05:45:00,2,05:00,3872,0,75W,1,184,2016-06-13
FI,632,BOS,KEF,20:45:00,05:45:00,1,05:00,3872,0,75W,1,183,2016-06-13
FI,634,BOS,KEF,14:35:00,23:40:00,1,05:05,3872,0,75W,1,183,2016-06-13
FI,634,BOS,KEF,14:35:00,23:40:00,1234567,05:05,3872,0,75W,6,1104,2016-06-13
FI,644,IAD,KEF,20:35:00,06:20:00,1234567,05:45,4493,0,75W,7,1281,2016-06-13
FI,646,IAD,KEF,14:10:00,23:40:00,5,05:30,4493,0,75W,1,183,2016-06-13
FI,646,IAD,KEF,14:10:00,23:40:00,123  67,05:30,4493,0,75W,5,915,2016-06-13
FI,656,MSP,KEF,19:30:00,06:30:00,3,06:00,4723,0,75W,1,184,2016-06-13
FI,656,MSP,KEF,19:30:00,06:30:00,3   7,06:00,4723,0,75W,1,183,2016-06-13
FI,656,MSP,KEF,19:30:00,06:30:00,2 4 6,06:00,4723,0,76W,3,786,2016-06-13
FI,656,MSP,KEF,19:30:00,06:30:00,1   5,06:00,4723,0,75W,2,366,2016-06-13
FI,664,PDX,KEF,15:40:00,06:15:00,7,07:35,5993,0,75W,1,183,2016-06-13
FI,664,PDX,KEF,15:40:00,06:15:00,5,07:35,5993,0,75W,1,184,2016-06-13
FI,664,PDX,KEF,15:40:00,06:15:00,3,07:35,5993,0,75W,1,183,2016-06-13
FI,670,DEN,KEF,17:20:00,06:35:00,67,07:15,5724,0,75W,2,366,2016-06-13
FI,670,DEN,KEF,17:20:00,06:35:00,5,07:15,5724,0,75W,1,184,2016-06-13
FI,670,DEN,KEF,17:20:00,06:35:00,1234,07:15,5724,0,75W,4,732,2016-06-13
FI,678,ANC,KEF,15:20:00,06:20:00,1  4,07:00,5422,0,75W,2,366,2016-06-13
FI,680,SEA,KEF,16:30:00,06:45:00,1,07:15,5810,0,752,1,184,2016-06-13
FI,680,SEA,KEF,16:30:00,06:45:00,1234567,07:15,5810,0,75W,6,1098,2016-06-13
FI,682,SEA,KEF,16:00:00,06:15:00,1,07:15,5810,0,75W,1,183,2016-06-13
FI,682,SEA,KEF,16:00:00,06:15:00,1  4,07:15,5810,0,75W,1,184,2016-06-13
FI,684,SEA,KEF,09:15:00,23:30:00,3  6,07:15,5810,0,75W,2,368,2016-06-13
FI,692,YEG,KEF,18:25:00,06:40:00,6,06:15,4920,0,75W,1,184,2016-06-13
FI,692,YEG,KEF,18:25:00,06:40:00,2345,06:15,4920,0,75W,4,732,2016-06-13
FI,692,YEG,KEF,18:25:00,06:40:00,1,06:15,4920,0,75W,1,184,2016-06-13
FI,696,YVR,KEF,15:55:00,06:00:00,1,07:05,5683,0,75W,1,184,2016-06-13
FI,696,YVR,KEF,15:55:00,06:00:00,1 3 5,07:05,5683,0,75W,2,366,2016-06-13
FI,804,YUL,KEF,21:05:00,06:00:00,4 6,04:55,3726,0,75W,2,366,2016-06-13
FI,804,YUL,KEF,21:05:00,06:00:00,2,04:55,3726,0,75W,1,184,2016-06-13
FI,804,YUL,KEF,21:05:00,06:00:00,1,04:55,3726,0,75W,1,183,2016-06-13
FI,852,ORD,KEF,19:30:00,06:35:00,5 7,06:05,4723,0,76W,2,524,2016-06-13
FI,852,ORD,KEF,19:30:00,06:40:00,1 3,06:10,4723,0,76W,2,524,2016-06-13
GL,710,GOH,KEF,10:00:00,15:05:00,6,03:05,1399,0,DH2,1,37,2016-06-13
GL,710,GOH,KEF,10:00:00,15:05:00,3,03:05,1399,0,DH8,1,37,2016-06-13
GL,716,SFJ,KEF,08:55:00,14:00:00,7,03:05,1324,0,DH8,1,37,2016-06-13
HG,2178,VIE,KEF,21:30:00,23:45:00,2 4,04:15,2929,0,320,2,360,2016-06-13
IB,3660,MAD,KEF,22:30:00,01:00:00,2   6,04:30,2889,0,32S,1,150,2016-06-13
LH,2468,MUC,KEF,21:45:00,23:55:00,4,04:10,2689,0,321,1,200,2016-06-13
LH,2468,MUC,KEF,21:50:00,23:55:00,6,04:05,2689,0,321,1,200,2016-06-13
LH,856,FRA,KEF,10:10:00,11:50:00,4,03:40,2400,0,32A,1,150,2016-06-13
LH,856,FRA,KEF,10:10:00,11:50:00,2,03:40,2400,0,321,1,200,2016-06-13
LH,856,FRA,KEF,10:55:00,12:35:00,6,03:40,2400,0,32A,1,150,2016-06-13
NY,466,UAK,KEF,18:55:00,23:25:00,3  6,02:30,1202,0,DH4,1,76,2016-06-13
NY,466,UAK,KEF,18:55:00,23:25:00,2,02:30,1202,0,DH4,1,76,2016-06-13
OS,9761,VIE,KEF,20:25:00,22:50:00,2,04:25,2929,0,319,1,144,2016-06-13
SK,4787,OSL,KEF,09:30:00,10:15:00,4,02:45,1780,0,738,1,181,2016-06-13
SK,4787,OSL,KEF,09:45:00,10:30:00,5,02:45,1780,0,73W,1,141,2016-06-13
SK,4787,OSL,KEF,10:10:00,10:55:00,123,02:45,1780,0,738,3,543,2016-06-13
SK,4787,OSL,KEF,17:10:00,17:55:00,6,02:45,1780,0,738,1,181,2016-06-13
SK,4791,OSL,KEF,22:50:00,23:35:00,7,02:45,1780,0,738,1,181,2016-06-13
SK,595,CPH,KEF,08:35:00,09:45:00,1234567,03:10,2142,0,320,7,1176,2016-06-13
ST,5132,FDH,KEF,21:25:00,23:30:00,2   6,04:05,2651,0,73W,1,148,2016-06-13
ST,5316,BRE,KEF,22:00:00,23:30:00,3  6,03:30,2155,0,319,2,248,2016-06-13
TO,3850,ORY,KEF,22:15:00,00:05:00,1 3 5,03:50,2260,0,73H,3,567,2016-06-13
U2,1245,BSL,KEF,06:00:00,08:00:00,2,04:00,2572,0,320,1,180,2016-06-13
U2,1245,BSL,KEF,14:30:00,16:30:00,6,04:00,2572,0,320,1,180,2016-06-13
U2,1521,GVA,KEF,14:05:00,16:10:00,3  6,04:05,2643,0,320,2,360,2016-06-13
U2,1805,MAN,KEF,06:25:00,08:10:00,7,02:45,1651,0,320,1,180,2016-06-13
U2,1805,MAN,KEF,07:00:00,08:45:00,4,02:45,1651,0,319,1,156,2016-06-13
U2,2295,LTN,KEF,06:10:00,08:10:00,5,03:00,1860,0,319,1,156,2016-06-13
U2,2295,LTN,KEF,06:35:00,08:35:00,2,03:00,1860,0,319,1,156,2016-06-13
U2,2295,LTN,KEF,06:40:00,08:40:00,1,03:00,1860,0,319,1,156,2016-06-13
U2,2295,LTN,KEF,07:15:00,09:15:00,7,03:00,1860,0,319,1,156,2016-06-13
U2,2295,LTN,KEF,07:35:00,09:35:00,34,03:00,1860,0,319,2,312,2016-06-13
U2,6747,BFS,KEF,10:05:00,11:30:00,3,02:25,1384,0,319,1,156,2016-06-13
U2,6747,BFS,KEF,10:55:00,12:20:00,6,02:25,1384,0,319,1,156,2016-06-13
U2,6941,EDI,KEF,18:00:00,19:20:00,7,02:20,1382,0,320,1,180,2016-06-13
U2,6941,EDI,KEF,18:30:00,19:50:00,2 4,02:20,1382,0,320,2,360,2016-06-13
U2,8507,LGW,KEF,06:25:00,08:35:00,1,03:10,1934,0,319,1,156,2016-06-13
U2,8507,LGW,KEF,06:30:00,08:45:00,1   5,03:15,1934,0,319,1,156,2016-06-13
VY,8560,BCN,KEF,21:45:00,00:15:00,1,04:30,2979,0,320,1,180,2016-06-13
VY,8560,BCN,KEF,21:55:00,00:25:00,4,04:30,2979,0,320,1,180,2016-06-13
W6,1539,WAW,KEF,21:30:00,23:40:00,3   7,04:10,2803,0,320,2,360,2016-06-13
W6,1773,GDN,KEF,19:00:00,20:50:00,1   5,03:50,2512,0,320,2,360,2016-06-13
W6,2427,BUD,KEF,13:55:00,16:45:00,3   7,04:50,3112,0,320,2,360,2016-06-13
WW,118,BWI,KEF,19:00:00,05:05:00,12345,06:05,4434,0,321,5,940,2016-06-13
WW,118,BWI,KEF,19:10:00,04:55:00,67,05:45,4434,0,321,2,376,2016-06-13
WW,126,BOS,KEF,19:00:00,04:30:00,1234567,05:30,3872,0,321,7,1316,2016-06-13
WW,136,YUL,KEF,19:25:00,04:30:00,3,05:05,3726,0,321,1,188,2016-06-13
WW,136,YUL,KEF,19:55:00,05:00:00,1   5 7,05:05,3726,0,321,3,564,2016-06-13
WW,146,YYZ,KEF,19:00:00,04:40:00,1 3 5 7,05:40,4168,0,321,4,752,2016-06-13
WW,162,SFO,KEF,12:50:00,04:10:00,12 456,08:20,6745,0,330,5,1675,2016-06-13
WW,174,LAX,KEF,12:40:00,04:10:00,234 6,08:30,6923,0,330,3,1005,2016-06-13
WW,405,CDG,KEF,12:50:00,14:10:00,1234567,03:20,2239,0,320,7,1050,2016-06-13
WW,409,CDG,KEF,22:10:00,23:30:00,56,03:20,2239,0,320,2,300,2016-06-13
WW,425,LYS,KEF,22:00:00,23:50:00,3  6,03:50,2651,0,320,2,300,2016-06-13
WW,427,LYS,KEF,00:05:00,01:50:00,1  4,03:45,2651,0,320,2,300,2016-06-13
WW,443,AMS,KEF,12:15:00,13:25:00,4,03:10,2036,0,320,1,150,2016-06-13
WW,443,AMS,KEF,12:35:00,13:50:00,12   6,03:15,2036,0,320,3,450,2016-06-13
WW,443,AMS,KEF,12:40:00,13:50:00,3 5 7,03:10,2036,0,320,3,450,2016-06-13
WW,455,NCE,KEF,21:50:00,00:10:00,4  7,04:20,2934,0,320,2,300,2016-06-13
WW,475,NCE,KEF,22:00:00,00:20:00,4  7,04:20,2934,0,320,2,300,2016-06-13
WW,509,WAW,KEF,22:05:00,00:10:00,1   5,04:05,2803,0,320,2,300,2016-06-13
WW,549,VNO,KEF,23:25:00,00:30:00,6,04:05,2826,0,320,1,150,2016-06-13
WW,617,ALC,KEF,22:50:00,01:30:00,12 4 67,04:40,3207,0,320,5,750,2016-06-13
WW,627,BCN,KEF,23:00:00,01:35:00,1 3 5,04:35,2979,0,320,3,450,2016-06-13
WW,635,TFS,KEF,16:35:00,21:05:00,2,05:30,4019,0,321,1,188,2016-06-13
WW,655,MXP,KEF,22:40:00,00:50:00,2   6,04:10,2807,0,320,2,300,2016-06-13
WW,721,SXF,KEF,12:40:00,14:25:00,1234567,03:45,2430,0,320,7,1050,2016-06-13
WW,753,DUS,KEF,12:30:00,13:55:00,2   6,03:25,2211,0,320,2,300,2016-06-13
WW,761,FRA,KEF,12:45:00,14:20:00,12345 7,03:35,2400,0,320,5,750,2016-06-13
WW,811,LGW,KEF,12:00:00,14:10:00,12345,03:10,1934,0,320,5,750,2016-06-13
WW,811,LGW,KEF,12:10:00,14:10:00,7,03:00,1934,0,320,1,150,2016-06-13
WW,811,LGW,KEF,18:45:00,20:55:00,6,03:10,1934,0,320,1,150,2016-06-13
WW,815,LGW,KEF,20:40:00,22:50:00,7,03:10,1934,0,320,1,150,2016-06-13
WW,815,LGW,KEF,20:45:00,22:50:00,4,03:05,1934,0,320,1,150,2016-06-13
WW,831,BRS,KEF,12:00:00,14:00:00,1 3 5,03:00,1817,0,320,3,450,2016-06-13
WW,853,DUB,KEF,12:20:00,13:35:00,3,02:15,1497,0,320,1,150,2016-06-13
WW,853,DUB,KEF,12:20:00,13:55:00,1  45 7,02:35,1497,0,320,4,600,2016-06-13
WW,903,CPH,KEF,13:05:00,14:25:00,1234567,03:20,2142,0,320,7,1050,2016-06-13
WW,941,VST,KEF,12:50:00,14:10:00,1  45 7,03:20,2082,0,320,4,600,2016-06-13
